ISSUER,full_name,vote_raw,against_reason,investor,vote
Haleon Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Hiscox Ltd,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,For,No comment available,Mellon Investments Corp.,FOR
Informa Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
M&G,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Melrose Industries Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Mondi Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Next Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Ocado Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Pearson Plc,Approve Remuneration Report,Against,No comment available,Mellon Investments Corp.,AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Prudential Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Relx Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Rentokil Initial,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Rightmove Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,Mellon Investments Corp.,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,Mellon Investments Corp.,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Schroders Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Segro,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
Whitbread Plc,Approve Remuneration Report,For,No comment available,Mellon Investments Corp.,FOR
WPP Plc,Approve Compensation Committee Report,For,No comment available,Mellon Investments Corp.,FOR
Auto Trader Group,Approve Remuneration Report,For,No comment available,Natixis,FOR
Halma Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
Relx Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comment available,Natixis,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,Natixis,FOR
3i Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Abrdn Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Admiral Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Airtel Africa Plc,Approve Remuneration Report,Against,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration.CEO remuneration",NBIM,AGAINST
Anglo American Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Antofagasta Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Ashtead Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Associated British Foods,Approve Remuneration Report,For,No comments available,NBIM,FOR
AstraZeneca,Approve Remuneration Report,For,No comments available,NBIM,FOR
Auto Trader Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Aviva,Approve Remuneration Report,For,No comments available,NBIM,FOR
B&M European Value Retail,Approve Remuneration Report,For,No comments available,NBIM,FOR
Barclays,Approve Remuneration Report,For,No comments available,NBIM,FOR
Barratt Developments,Approve Remuneration Report,For,No comments available,NBIM,FOR
Beazley,Approve Remuneration Report,For,No comments available,NBIM,FOR
Berkeley Group Holdings,Approve Remuneration Report,For,No comments available,NBIM,FOR
BP Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
British Land Co,Approve Remuneration Report,For,No comments available,NBIM,FOR
BT Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Bunzl Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Burberry Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Centrica,Approve Remuneration Report,For,No comments available,NBIM,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
ConvaTec Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Croda International Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
DCC Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Diageo Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
DS Smith Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Entain Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Experian Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Flutter Entertainment Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Frasers Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Fresnillo Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
GSK Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Haleon Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Halma Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Hargreaves Lansdown Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Hiscox Ltd,Approve Remuneration Report,For,No comments available,NBIM,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Informa Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comments available,NBIM,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
JD Sports Fashion Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Johnson Matthey Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
M&G,Approve Remuneration Report,For,No comments available,NBIM,FOR
Melrose Industries Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Mondi Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
National Grid Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Next Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Ocado Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Pearson Plc,Approve Remuneration Report,Against,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration.",NBIM,AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comments available,NBIM,FOR
Prudential Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Relx Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Rentokil Initial,Approve Remuneration Report,For,No comments available,NBIM,FOR
Rightmove Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comments available,NBIM,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comments available,NBIM,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comments available,NBIM,FOR
RS Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comments available,NBIM,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comments available,NBIM,FOR
Schroders Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Segro,Approve Remuneration Report,For,No comments available,NBIM,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Smiths Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comments available,NBIM,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comments available,NBIM,FOR
SSE Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Tesco Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comments available,NBIM,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comments available,NBIM,FOR
Whitbread Plc,Approve Remuneration Report,For,No comments available,NBIM,FOR
WPP Plc,Approve Compensation Committee Report,For,No comments available,NBIM,FOR
3i Group,Approve Remuneration Report,For,No comment available,NFU Mutual,FOR
Anglo American Plc,Approve Remuneration Report,For,No comment available,NFU Mutual,FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,NFU Mutual,FOR
Aviva,Approve Remuneration Report,For,No comment available,NFU Mutual,FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,NFU Mutual,FOR
